0.0862, -0.0056, -0.0049, -0.0291, 0.1073, -0.0131, -0.1114, -0.0999, -0.1430, -0.1280, -0.0051, 0.1462, 0.0438, 0.0780, -0.0089, 0.0724
0.1950, 0.0633, 0.1930, 0.0942, -0.0654, -0.0406, -0.0507, 0.0442, -0.1098, 0.2497, 0.1512, 0.1390, 0.2246, 0.0898, -0.2002, -0.2047
0.2004, -0.2342, -0.1277, -0.0403, -0.2439, -0.2428, 0.1457, -0.1178, -0.1931, -0.2195, 0.1033, -0.0213, -0.1076, -0.0521, -0.1121, -0.2175
-0.1008, 0.1104, 0.1406, 0.2071, 0.2317, -0.0638, -0.0448, -0.0247, -0.1995, -0.1396, -0.0540, 0.1753, -0.2335, -0.1080, -0.2201, 0.2262
-0.2173, -0.0953, 0.0512, -0.0218, 0.1075, -0.0413, 0.0421, -0.0401, -0.1570, 0.0188, -0.0795, 0.0053, -0.0472, 0.0873, 0.2102, 0.1481
0.1206, -0.0180, 0.0989, -0.0514, 0.1124, 0.0942, 0.1350, 0.1878, 0.1660, 0.0442, -0.1564, 0.1912, -0.1225, 0.0969, 0.1786, -0.2422
-0.2329, 0.0564, -0.0297, 0.1688, 0.2162, 0.0821, -0.2441, 0.0216, -0.2187, -0.0869, 0.0067, 0.2295, -0.1494, -0.0509, -0.1554, 0.1476
-0.1936, -0.1758, -0.2050, -0.1559, 0.1036, 0.1249, 0.0622, 0.1987, -0.1187, 0.0430, -0.2156, 0.1479, 0.0748, 0.1448, -0.0034, -0.0675
-0.1751, 0.0065, 0.1467, 0.1260, -0.1121, 0.1336, -0.0499, 0.0098, 0.1770, 0.0982, 0.1760, 0.2183, -0.1934, -0.1454, 0.0298, -0.0098
0.0571, -0.0448, -0.0356, 0.0722, -0.0092, -0.0680, 0.0848, 0.0458, -0.2210, 0.0314, 0.1368, -0.1041, 0.1189, 0.1357, 0.0505, 0.1170
0.0958, 0.1909, 0.1518, 0.2448, -0.1329, -0.0607, 0.1383, -0.0342, 0.0899, -0.0585, 0.1343, 0.1554, 0.0700, 0.1730, 0.1193, -0.2222
0.0194, 0.2175, 0.2328, 0.0743, 0.0295, -0.0144, 0.1511, 0.1795, -0.0193, -0.1354, -0.0166, 0.2223, 0.2405, 0.1232, 0.0688, -0.1224
0.0729, -0.1083, 0.0176, -0.2098, -0.1544, -0.1274, -0.1258, -0.1437, 0.2134, -0.1175, 0.2288, -0.2234, -0.2305, 0.0455, 0.1595, -0.0564
0.0806, -0.1388, 0.1572, -0.0734, 0.2303, -0.1442, 0.1741, 0.2047, 0.2244, -0.1593, 0.0177, -0.2399, 0.1647, 0.1796, -0.1905, 0.2117
0.1634, 0.1621, -0.0161, 0.1528, -0.0211, 0.0232, 0.0973, -0.0676, -0.1473, -0.1915, -0.0649, 0.2011, 0.1990, -0.2192, -0.0368, -0.1589
-0.2107, -0.1655, -0.1163, -0.1895, -0.0511, 0.1117, -0.2345, 0.1633, -0.2360, 0.1809, -0.2447, -0.1206, -0.1343, -0.0712, 0.1727, -0.2350
0.0477, -0.1813, 0.0361, -0.0789, -0.1223, 0.2211, 0.2255, 0.1361, -0.2306, -0.1271, -0.0704, 0.0355, -0.0517, -0.0136, 0.2469, 0.1965
